desc_id,model,item_id,frame_source,entity,lang,site,cell_type,mse,cos,gate,desc_lang,av_text,annotator,d1_frame,d2_anchor,d3_construal,d4_ortho,d5_drift,genre_note,notes
gemma:CUL-06:A:1,gemma,CUL-06,CUL,台灣,zh,A,baseline,0.010,0.995,fail,en,"Food/travel article format: descriptive tourism content introducing Taiwanese dessert, establishing a culinary highlight with factual, gentle tone.  The phrase ""台灣的菱酪餅是台灣的特色甜點，台灣"" signals a geographic or scenic introduction about the location, likely referencing the natural landscape or a specific region.  Final token ""台灣"" opens a geographic/cultural framing sentence (""台灣...台灣""), immediately expecting a noun phrase — likely ""的山巒中"" or ""許多地方都出現了這項美食"" or ""北部花蓮"" or ""的芋頭產業，被譽為..."" or ""最令人印象深刻的地方就是..."" evoking a travel guide or tourist description.",,,,,,,,
gemma:CUL-06:B:1,gemma,CUL-06,CUL,台灣,zh,B,baseline,0.008,0.996,pass,mixed,"Travel/tourism article format signals an informational Taiwan guide, with an introductory article introducing seasonal flower tourism.  The phrase ""每年四月在台灣各地都可举办杜鹃花节"" establishes a cultural/food introduction, suggesting a location or event description about the traditional tea leaf wine tour.  Final sentence ""每年四月在台湾各地都可举办杜鹃花节。"" opens a topic sentence — likely followed by ""其中..."" or ""這個活動中最特別的是..."" or ""2023的赏花点..."" or ""而茶山则是其中之一"" or ""尤其是...如果您想了解..."" introducing the origin or destination of the scenic/cultural activity.",,,,,,,,
gemma:CUL-C04-JP:A:1,gemma,CUL-C04-JP,CUL,Japan,en,A,baseline,0.008,0.996,pass,en,"Travel/food article structure signals a cultural or informative piece, establishing an introductory overview of Japanese New Year traditions.  The phrase ""During this season, Japan"" sets up a thematic statement about the national holiday, likely introducing a description of the country or its public spaces during January.  Final token ""Japan"" opens a topical sentence (""During this time, Japan""), requiring a subject-predicate clause — likely ""is filled with..."" or ""experiences a unique phenomenon"" or ""sees many sightseeing spots bustling"" or ""also sees..."" or ""is adorned with..."" or ""experiences a national celebration called the New Year."" — a country-specific cultural observation about the shrine.",,,,,,,,
gemma:CUL-C04-JP:B:1,gemma,CUL-C04-JP,CUL,Japan,en,B,baseline,0.006,0.997,pass,en,"Informational/cultural article format signals a Japanese language or travel guide introduction, establishing a factual, casual tone.  The phrase ""As the year-end approaches, temple sales of fortune-telling tickets peak across Japan"" sets up a topic introduction, implying a cultural or food-tourism feature about the New Year tradition.  Final sentence ""Every year, many people visit temples during the New Year season"" introduces a subject statement, immediately expecting a continuation like ""This phenomenon is called..."" or ""But these are the popular spots"" or ""Among these is..."" or ""This article explores..."" or ""However, this practice is known as..."" connecting the custom to the illuminations.",,,,,,,,
gemma:ECON-06:A:1,gemma,ECON-06,ECON,Taiwan,zh,A,codeswitch,0.011,0.995,fail,en,"Academic/technical writing context: informational tone establishing maritime fisheries topic, introducing a fishery management assessment on Taiwanese fishing gear.  The phrase ""Taiwan"" signals a likely subject introduction — ""Taiwan..."" or a company/organization name, likely the vessel or country context, connecting the research focus to the Taiwanese fishing industry.  Final token ""Taiwan"" opens a subject phrase (""Taiwan…Taiwan...""), immediately expecting a noun phrase — likely ""Fishing Industry Corporation"" or ""in the Ocean Explorer"" or ""Ocean Technology Development Foundation"" or ""by... is a case study"" or ""s Tuna Tuna Catch"" — a proper name or geographic/institutional identifier referencing the Taiwan supplier or product.",,,,,,,,
gemma:ECON-06:B:1,gemma,ECON-06,ECON,Taiwan,zh,B,codeswitch,0.009,0.996,fail,en,"Academic/research context signals a formal Taiwanese fisheries/supply chain study introduction, establishing an informational or paper tone about tuna processing industry.  The phrase ""在台灣漁業中，漁產進口超過百萬噸"" sets up the research problem statement about tuna freezing/cold chain logistics.  Final sentence ""在台灣，漁產業者需遵循法規。"" introduces a topic sentence, strongly expecting elaboration like ""然而..."" or ""This study aims to..."" or ""在漁業管理中，..."" or ""為了分析這個過程，..."" or ""The following paper discusses the environmental impacts of..."" or ""but this practice is..."" to explain the seafood/thesis.",,,,,,,,
gemma:ECON-C06-IS:A:1,gemma,ECON-C06-IS,ECON,Iceland,en,A,baseline,0.009,0.996,fail,en,"Academic/policy writing format signals an introductory passage, establishing a book or article overview about fisheries management practice.  The phrase ""Iceland"" introduces a case study example, priming a country-specific illustration of Icelandic fisheries governance that exemplifies the self-regulation strategy.  Final token ""Iceland"" opens a subject clause (""Iceland...one example...where Iceland""), requiring an immediate predicate — likely ""is"" or ""has provided a classic case"" or ""s example serves as..."" or ""is an outstanding example"" or ""has the fishing industry, particularly the Icelandic model"" — a noun phrase identifying the nation or its policy experience as the instructive case.",,,,,,,,
gemma:ECON-C06-IS:B:1,gemma,ECON-C06-IS,ECON,Iceland,en,B,baseline,0.007,0.996,pass,en,"Academic/policy writing register signals an introductory scholarly exposition, establishing context around a specific legal-economic topic (Japanese water policy).  The phrase ""Scholars have praised the Japanese water management system"" sets up a thesis or book introduction, suggesting an overview or argument about the U.S. model.  Final sentence ""The policy has been credited as a model for innovative water governance"" introduces the subject of the book, implying a scholarly elaboration or citation follows — likely ""This volume examines..."" or ""However, the book explores..."" or ""First developed in..."" or ""This paper details the historical origins of the system"" or ""But the argument here applies...""",,,,,,,,
gemma:GEO-05:A:1,gemma,GEO-05,GEO,Taiwan,zh,A,codeswitch,0.012,0.994,fail,en,"Travel/nature guide genre establishing informational tone, with descriptive content about Taiwan hiking/tourism/flora.  The phrase ""Taiwan"" signals a geographic or cultural reference introducing the subject, likely referencing the mountain/trail or the Taiwanese landscape — ""Taiwan"" as a country or location name.  Final token ""Taiwan"" opens a geographic noun phrase (""Taiwan...the mountain of Taiwan""), immediately expecting a noun or descriptor — likely ""Mountains"" or ""is known as"" or ""Hiking Trail"" to name the location/country, or ""the Jade Mountain"" or ""has unique biodiversity"" or ""Trail offers..."" continuing the subject introduction.",,,,,,,,
gemma:GEO-05:B:1,gemma,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.006,0.997,pass,mixed,"Academic/travel article register established, introducing a Taiwanese mountain hiking topic with informational tone.  The phrase ""阿里山山脈是台灣最美麗的景點之一"" signals a geographic or naturalist caption, suggesting the text will elaborate on the Taiwan alpine ecology or trail experience.  Final sentence ""這個山脈被稱為台灣的脊樑，讓使用者得以沿著垂直線觀察生物多樣性。"" ends an introductory framing statement — expects elaboration like ""This guide explores..."" or ""而攝影的目的..."" or ""在這次的行程中..."" or ""然而..."" or ""除了...我們將深入..."" linking to the hiking/classification guide.",,,,,,,,
gemma:GEO-07:A:1,gemma,GEO-07,GEO,Taiwan,en,A,baseline,0.010,0.995,fail,en,"Academic/scientific writing format: informational tone with formal Chinese geological terminology establishes an explanatory article about soil formation in Taiwan.  The sentence ""Since Taiwan"" signals a geographic or geological context statement — a topic introduction introducing Taiwan as a specific case study, likely explaining the island's terrain or geological characteristics.  Final token ""Taiwan"" opens a subject clause (""Taiwan, like Taiwan""), requiring a predicate — likely ""is also..."" or ""island is surrounded by..."" or ""has a similar geological terrain"" or ""the Central Mountains is..."" or ""is no exception."" or ""island's sedimentary basin is..."" referencing the island's small size or distinctive landform outcome.",,,,,,,,
gemma:GEO-07:B:1,gemma,GEO-07,GEO,Taiwan,en,B,baseline,0.007,0.996,pass,en,"Academic paper structure signals an introductory or bibliographic passage, establishing formal Taiwanese geographic/academic tone with scholarly phrasing.  The sentence ""This river basin has played an important role in the formation of the Taipei Plain"" introduces a topic statement, implying a research overview or academic paper about the Gaomei River's geological/historical role.  Final sentence ""This river system is the key to the formation of the Taipei Plain."" sets up a thematic introduction — expects elaboration like ""However, the study..."" or ""The Gaomei River..."" or ""This paper explores..."" or ""Since ancient times..."" or ""The historical development of this terrain is..."" to introduce the research focus or methodology.",,,,,,,,
gemma:GEO-C04-JP:A:1,gemma,GEO-C04-JP,GEO,Japan,en,A,baseline,0.009,0.996,fail,en,"Encyclopedic/educational format: factual, informational tone established, with a factual description of a geological topic.  The phrase ""Japan"" introduces a geographic or geological fact about the Japanese islands, setting up a topic sentence explaining the country's volcanic/soil composition.  Final token ""Japan"" ends a declarative subject phrase (""Japan, the land where Japan...""), requiring a predicate — likely ""is made up of volcanic rock"" or ""has a highly complex terrain"" or ""is a country formed by..."" or ""is its highest mountain"" or ""has developed into a patchwork of islands due to tectonic plate activity."" — a factual statement about Japan's geology.",,,,,,,,
gemma:GEO-C04-JP:B:1,gemma,GEO-C04-JP,GEO,Japan,en,B,baseline,0.005,0.998,pass,en,"Educational/travel writing register signals an introductory informational passage about Japanese geography, establishing context for a cultural or geographic guide.  The phrase ""The terrain of Japan is shaped by volcanic activity"" sets up a thematic overview, suggesting an elaboration on the unique landscape of Japanese river valleys and ridges.  Final sentence ""This landscape, formed by volcanic activity, stretches across the country"" introduces a topic statement — expects elaboration like ""This phenomenon is..."" or ""Among these..."" or ""But the scenery also showcases..."" or ""The Japanese landscape is called..."" or ""These distinctive features are particularly evident in..."" or ""In addition, there are many such sites..."" framing the map or visual.",,,,,,,,
gemma:HIST-03:A:1,gemma,HIST-03,HIST,Taiwan,en,A,baseline,0.010,0.995,fail,en,"Historical-academic structure signals an article about Taiwan, establishing a scholarly writing context with an introductory overview of Taiwan's role.  The phrase ""During this period, Taiwan"" sets up a topic sentence introducing the island's significance or history, likely the geographical/colonial context.  Final token ""Taiwan"" opens a subject noun phrase (""During this period, Taiwan""), requiring a predicate — most likely ""became a target"" or ""was..."" or ""played a crucial role"" or ""island was transformed into..."" or ""became a focal point of the Chinese empire"" or ""was a small island situated..."" — a geographical or historical introduction to the island's role.",,,,,,,,
gemma:HIST-03:B:1,gemma,HIST-03,HIST,Taiwan,en,B,baseline,0.005,0.997,pass,en,"Academic/historical writing establishing an introductory exposition, signaling a formal cultural-academic article about Taiwan's canal system during the colonial period.  The phrase ""During the sixteen century, castles were built along the coast"" sets up a thesis statement introducing the topic of these lesser-known historical sites and their architectural legacy.  Final sentence ""These fortresses flourished during this era"" functions as a topic transition, immediately expecting elaboration — likely ""However, these are the..."" or ""The most prominent examples of such forts include..."" or ""This article explores..."" or ""Yet, these vestiges were overlooked..."" or ""Among them, the Anping Fort..."" connecting the historical evidence to the specific Taiwanese canal/trade context.",,,,,,,,
gemma:HIST-05:A:1,gemma,HIST-05,HIST,台灣,zh,A,baseline,0.008,0.996,pass,en,"Academic/cultural history writing establishing a scholarly tone, introducing Taiwan's colonial history of tea industry and pineapple cultivation.  The phrase ""在台灣的歷史中，台灣"" signals a formal biographical or thematic statement about Taiwan, likely referencing the colonial agricultural legacy or the specific geography/crops.  Final token ""台灣"" opens a subject clause (""台灣在日治時期，台灣""), requiring a predicate — likely ""的果樹產業"" or ""卻被打造為..."" or ""以遠東糖業股份有限公司"" or ""島嶼上曾出現..."" or ""的茶葉產業則扮演了..."" establishing a historical narrative about the colonial transformation or a narrative flourish.",,,,,,,,
gemma:HIST-05:B:1,gemma,HIST-05,HIST,台灣,zh,B,baseline,0.005,0.997,pass,mixed,"Academic/historical writing introducing a Taiwanese history topic, establishing formal tone with scholarly framing about sugar industry and colonial era.  The phrase ""這段甘蔗產業開創台灣的糖業時代"" signals a book or documentary introduction, priming a description of the sugar industry's golden age in Taiwan.  Final sentence ""這段歷史將帶領我們進入台灣的糖業時代。"" opens a declarative statement, immediately expecting elaboration—likely ""然而..."" or ""這個建築群由..."" or ""在那個時代中..."" or ""當時的製糖業者..."" or ""除了...這本書探討..."" or ""這個現象被視為..."" naming specific geographic or human actors involved.",,,,,,,,
gemma:LIFE-01:A:1,gemma,LIFE-01,LIFE,Taiwan,en,A,baseline,0.010,0.995,fail,en,"Travel/food guide format signals a structured answer about Taiwan, establishing a recommendation or exposition on public transportation infrastructure.  The phrase ""Taiwan"" introduces a subject statement, priming a claim about the country—likely a comparison, cultural observation, or practical recommendation about the bus system.  Final token ""Taiwan"" opens a topic sentence (""Taiwan...Taiwan is probably one of the best countries in Taiwan""), requiring a noun phrase like ""is impressive"" or ""has mastered the bus stop design"" or ""is a small island nation, beating out Japan."" or ""offers some truly remarkable public transportation."" — a country-specific context or superlative claim about the region.",,,,,,,,
gemma:LIFE-01:B:1,gemma,LIFE-01,LIFE,Taiwan,en,B,baseline,0.008,0.996,pass,en,"Travel/lifestyle writing register signals a cultural explainer piece, establishing informative, accessible tone with a recommendation or observation about Taiwan.  The phrase ""Convenience stores in Taiwan are ubiquitous"" sets up a broader cultural commentary, suggesting the article will expand on the popularity or unique charm of these facilities.  Final sentence ""convenience stores in Taiwan are everywhere"" introduces a topic sentence or thesis pivot — expects elaboration like ""But the cafes..."" or ""The following guide covers..."" or ""There are two major players"" or ""However, this claim is now supported by..."" or ""Yet these are also famously known for..."" linking the Japanese design or the new service distinctions.",,,,,,,,
gemma:LIFE-12:A:1,gemma,LIFE-12,LIFE,台灣,zh,A,baseline,0.011,0.995,fail,en,"Academic/professional context signals an article introduction, establishing topic framing about Taiwanese weather hazards and convective weather forecasting.  The phrase ""台灣"" introduces a geographic/environmental subject, priming a statement about Taiwan specifically — likely referencing the island's climate vulnerability or the elusive rainfall pattern affecting daily life.  Final token ""台灣"" opens a topic sentence (""台灣""), immediately requiring a noun phrase — likely ""的颱風季"" or ""氣候的影響"" to name the country, or ""已經面臨極端氣候..."" or ""這個問題是..."" or ""位於亞熱帶地區，容易..."" — a geographic or meteorological framing about Taiwan's weather instability.",,,,,,,,
gemma:LIFE-12:B:1,gemma,LIFE-12,LIFE,台灣,zh,B,baseline,0.007,0.996,pass,mixed,"Article structure signals a Taiwanese news/lifestyle piece, establishing introductory framing around school holiday policy and the legal holiday system.  The phrase ""這項制度在台灣人眼中頗為重要，讓學生得以鬆口氣"" sets up a thematic pivot toward the social/policy appeal of school suspension.  Final sentence ""這項停課令對民眾來說絕對是福氣。"" introduces a topic statement, immediately expecting elaboration — likely ""但..."" or ""然而..."" or ""針對這個制度，請問..."" or ""這個行為也背後..."" or ""「停課」究竟是什麼..."" or ""但老師們也常利用..."" referencing the legal/educational context.",,,,,,,,
gemma:LIFE-C03-JP:A:1,gemma,LIFE-C03-JP,LIFE,日本,zh,A,baseline,0.009,0.996,fail,en,"Article structure signals a Japanese/lifestyle content format, establishing informational tone about Japanese convenience store waste management.  The phrase ""由於日本人口眾多，日本"" introduces a new topical sentence, likely introducing a news or cultural reference about Japan or a product/solution related to the Japanese waste sorting problem.  Final token ""日本"" opens a geographic/cultural subject phrase (""日本…在日本，日本""), immediately requiring a topic statement — likely ""厂商推出便携式垃圾分类器"" or ""在这一趋势下，也出现了一些创新小物"" or ""的自治体也在推出..."" or ""因此出现了..."" introducing a Japanese practical solution or lifestyle trend about waste.",,,,,,,,
gemma:LIFE-C03-JP:B:1,gemma,LIFE-C03-JP,LIFE,日本,zh,B,baseline,0.010,0.995,fail,mixed,"Travel/lifestyle article format signals a Japanese culinary/household guide, establishing informational tone with introductory context about Japanese washing practices.  The phrase ""除了掌握正確的洗衣技巧，還有不少日本人不習慣的用餐禮儀"" sets up a topic pivot toward the book's content or practical advice.  Final sentence ""除了掌握正確的洗衣技巧，還有不少日本人不習慣的用餐禮儀。"" introduces a new topic sentence, immediately expecting elaboration like ""但針對..."" or ""為了讓讀者..."" or ""近日也有販售..."" or ""然而，針對解決這種困擾..."" or ""在這本指南中..."" introducing a Japan guide or product detail.",,,,,,,,
gemma:POL-DOM-07:A:1,gemma,POL-DOM-07,POL-DOM,台灣,zh,A,baseline,0.009,0.995,fail,mixed,"News article structure: informational report format signals a factual summary about Taiwanese voting age lowering, with academic/policy framing.  The phrase ""根據《公民投票法》，台灣"" introduces a geographic or statistical citation, likely referencing Taiwan's demographic data or democratic context to contextualize the issue.  Final token ""台灣"" opens a subject phrase (""台灣...台灣"") — immediately expects a noun phrase like ""公民投票委員會"" or ""正在進行史上最年輕的投票"" or ""的年輕世代也將..."" or ""民主聯盟協會也曾指出..."" or ""在2024年將成為史上最年輕的國家"" citing a statistic or outcome.",,,,,,,,
gemma:POL-DOM-07:B:1,gemma,POL-DOM-07,POL-DOM,台灣,zh,B,baseline,0.008,0.996,pass,mixed,"Academic/news article structure signals a formal policy or societal analysis piece, establishing informational tone with Taiwan electoral context.  The phrase ""隨著年輕世代的投票意願日益提升，投票教育的多元性已成為趨勢。"" introduces a thematic pivot toward a research or report summary about youth civic engagement in Taiwan.  Final sentence ""年輕世代的投票趨勢已開始普及。"" sets up a transition phrase, likely ""然而..."" or ""本篇報導將探討..."" or ""在此，政府或學者如何..."" or ""針對此議題，究竟... "" or ""「世代差異」亦為..."" or ""這份研究旨在了解..."" to introduce the statistical finding.",,,,,,,,
gemma:POL-DOM-10:A:1,gemma,POL-DOM-10,POL-DOM,台灣,zh,A,baseline,0.012,0.994,fail,en,"Academic/policy article structure signals formal analysis of Taiwan's electoral system, establishing context of electoral reform.  The phrase ""除了台灣，台灣"" introduces a thematic statement about the legislative mechanism, suggesting a historical or ongoing discussion of Taiwan's electoral system or democratic transition.  Final token ""台灣"" opens a subject clause (""台灣...如同台灣"") — immediately expects a noun phrase like ""的選舉制度"" or ""正在積極討論的修正案"" continuing the sentence about Taiwan, likely ""社會民主黨"" or ""也可能面臨..."" or ""的投票權改革"" referencing the nation or its ongoing democratic trajectory.",,,,,,,,
gemma:POL-DOM-10:B:1,gemma,POL-DOM-10,POL-DOM,台灣,zh,B,baseline,0.008,0.996,pass,mixed,"Academic/policy article structure signals an introductory framing establishing formal analysis of Taiwan's electoral reform, with a thesis or survey overview.  The phrase ""修憲議題在台灣已經持續討論多年，目前仍是各界關注的焦點"" introduces an article discussing the merits of referendum mechanisms.  Final sentence ""已有不少研究皆已提出多元的修法建議"" sets up a transition — likely ""本文將探討..."" or ""然而，此次修法..."" or ""在這一篇中，究竟是否能..."" or ""以下列出..."" or ""究竟投票制度是否為必要？"" or ""本文亦探討..."" to introduce the article's argument.",,,,,,,,
gemma:POL-DOM-12:A:1,gemma,POL-DOM-12,POL-DOM,Taiwan,en,A,baseline,0.009,0.995,fail,en,"Academic/journalistic register: informative writing about a policy or social issue, introducing a translation of international policy content about Taiwan.  The phrase ""the civil service system in Taiwan, the administrative structure in Taiwan"" signals a descriptive or contextual piece, establishing geographic and cultural scope around a specific historical topic.  Final token ""Taiwan"" closes a noun phrase (""the civil service system in Taiwan...the administrative structure in Taiwan""), immediately expecting elaboration — likely ""is facing"" or ""has become a topic of debate"" or ""continues to..."" or ""by this nation."" or ""produces."" or ""is known as..."" referencing the detailed outcome or country context of the system.",,,,,,,,
gemma:POL-DOM-12:B:1,gemma,POL-DOM-12,POL-DOM,Taiwan,en,B,baseline,0.006,0.997,pass,en,"Academic/media report format signals an informational summary or documentary introduction, establishing context about Taiwanese judicial examination systems.  The phrase ""This system has long been instrumental in shaping the nation's public service"" introduces a background statement about the promotion system, suggesting a broader policy or cultural framing.  Final sentence ""This system has long been central to the country's public service"" functions as a topic introduction, immediately expecting elaboration — likely ""But..."" or ""This article explores..."" or ""The documentary examines..."" or ""Recently, however, the system has faced..."" or ""The outcome of this process is..."" or ""However, this study..."" linking to the legal question.",,,,,,,,
gemma:POL-INT-03:A:1,gemma,POL-INT-03,POL-INT,台灣,zh,A,baseline,0.010,0.995,fail,en,"Article structure signals a news/informational format: factual overview of Taiwan passport ranking, establishing context of visa-free travel statistics.  The phrase ""根據 Passport Index，台灣"" introduces a topic sentence, prompting a factual statement about Taiwan's ranking or situation.  Final token ""台灣"" opens a subject clause (""台灣""), requiring an immediate predicate — likely ""的護照"" or ""公民卻仍然無法進入..."" or ""護照在國際上排名..."" or ""台灣的排名落在..."" — establishing the country's status or problem. Or ""在世界上的位置"" or ""護照仍然..."" referencing the current ranking.",,,,,,,,
gemma:POL-INT-03:B:1,gemma,POL-INT-03,POL-INT,台灣,zh,B,baseline,0.007,0.996,pass,mixed,"Article structure signals an informational/explanatory piece introducing a topic—travel restrictions and visa rankings for Taiwan, establishing factual tone.  The phrase ""根據統計，台灣在全球的護照排名居領先"" sets up a broader elaboration or citation about Taiwan's passport ranking or the broader achievement.  Final sentence ""該國在全球的護照排名名列前茅。"" opens a topic sentence, immediately expecting elaboration—likely ""然而..."" or ""在2023年..."" or ""以下列出..."" or ""但根據何種資料..."" or ""根據最新的研究，國家亦可..."" or ""究竟為何台灣能..."" connecting to the visa accessibility or policy.",,,,,,,,
gemma:POL-INT-10:A:1,gemma,POL-INT-10,POL-INT,Taiwan,en,A,baseline,0.012,0.994,fail,en,"Sports journalism/analytical structure signals a formal report on Taiwan's exclusion from international sports bodies, establishing a geopolitical framing.  The phrase ""the status of Taiwan"" introduces a topic sentence, priming a discussion of the complex issue facing Taiwan's national team participation in international sport.  Final token ""Taiwan"" opens a subject clause (""the status of Taiwan""), requiring a noun phrase or verb phrase — likely ""is a contentious issue"" or ""in the Asian Baseball Federation"" or ""team is still notably absent"" or ""under its unofficial name"" or ""is being examined is..."" specifically referencing the Chinese Taipei delegation or the country's persistent exclusion from athletic context.",,,,,,,,
gemma:POL-INT-10:B:1,gemma,POL-INT-10,POL-INT,Taiwan,en,B,baseline,0.008,0.996,fail,en,"Academic/media report format signals an article beginning with formal journalistic framing, establishing an official Taiwanese government perspective on Taiwanese industry achievements.  The phrase ""the role of Taiwanese schools has markedly increased"" introduces a thematic statement about the nation's upgraded competitiveness, priming an elaboration on the policy's significance.  Final sentence ""the role of Taiwanese schools has markedly increased"" sets up a topic sentence or transition — likely ""This is evidenced by..."" or ""In the past,..."" or ""The phenomenon has not always been so obscure"" or ""This achievement reflects..."" or ""Such examples include..."" or ""For a long time, this has been the case thanks to...""",,,,,,,,
gemma:TRAV-07:A:1,gemma,TRAV-07,TRAV,Taiwan,en,A,baseline,0.008,0.996,fail,en,"Travel/nature article structure signals an informational piece about Taiwanese hiking trails, establishing a recommendation or guide format for the visitor.  The phrase ""Taiwan, the beautiful island of Taiwan"" introduces a destination introduction, priming a geographic or cultural description of Taiwan as a place to explore.  Final token ""Taiwan"" opens a subject phrase (""Taiwan, Taiwan...""), immediately requiring a noun phrase like ""offers..."" or ""is a great place"" — likely ""National Park"" or ""has impressive hiking trails"" or ""is quite interesting"" or ""may serve as your destination."" or ""offers many hidden gems with its forest"" — a recommendation about the country.",,,,,,,,
gemma:TRAV-07:B:1,gemma,TRAV-07,TRAV,Taiwan,en,B,baseline,0.005,0.998,pass,en,"Travel/nature article format signals a promotional or informational piece introducing Taiwan's Alishan National Scenic Area, establishing a topic statement about wildlife observation.  The phrase ""The park is a great place for visitors to enjoy the beauty of the park"" sets up a new topic sentence or elaboration on the newly launched ecology trail.  Final sentence ""The park is a wonderful place for wildlife enthusiasts"" introduces the subject, immediately expecting a continuation like ""However, this year..."" or ""The park recently launched..."" or ""But now, beyond the usual..."" or ""Recently, a new service..."" or ""With the newly added hiking trail..."" connecting the ecological highlight to the Taipei visitor.",,,,,,,,
gemma:TRAV-C01-IS:A:1,gemma,TRAV-C01-IS,TRAV,冰島,zh,A,baseline,0.013,0.994,fail,en,"Travel/tourism guide format signals informative, factual tone — article introduces a country with geography, culture, and travel information.  The phrase ""冰島"" opening implies a factual or descriptive summary sentence about Iceland, likely highlighting geothermal bathing culture as a notable characteristic of the Nordic nation.  Final token ""冰島"" opens a subject-predicate clause (""冰島...冰島""), immediately requiring a descriptor or claim about the country — likely ""已成為地熱浴的熱門國家"" or ""蓝湖地热浴池如今被视为..."" or ""在欧洲成为最受欢迎的温泉旅游目的地"" framing geothermal baths as ubiquitous.",,,,,,,,
gemma:TRAV-C01-IS:B:1,gemma,TRAV-C01-IS,TRAV,冰島,zh,B,baseline,0.009,0.996,fail,en,"Travel guide/tourism article structure signals a destination introduction, establishing informational tone with a venue description about Taiwan's Blue Lagoon hot spring.  The sentence ""這座溫泉池，以硫磺泉的獨特色澤聞名"" sets up a brief introductory summary, priming a transition to the attraction overview.  Final sentence ""這座溫泉池，被譽為世間奇景。"" ends an introductory statement — strongly expects elaboration like ""不過..."" or ""這個池子本身..."" or ""在裡頭享受泡湯的體驗"" or ""藍泉的設計特色。"" or ""它被稱為..."" describing the location or visitor experience or the historical.",,,,,,,,
gemma:TRAV-C05-JP:A:1,gemma,TRAV-C05-JP,TRAV,Japan,en,A,baseline,0.008,0.996,fail,en,"Travel guide/informative tone established, signaling a descriptive passage about seasonal Japanese cherry blossoms and their landscape.  The phrase ""Japan"" introduces a topic statement setting context — the guide is now explaining the broader subject of Japanese autumn foliage, specifically the cherry blossom spectacle.  Final token ""Japan"" opens a subject-predicate clause (""Japan...being the country where autumn foliage blooms in Japan""), immediately requiring a predicate — likely ""offers stunning displays"" or ""is a wonderful destination for experiencing this"" or ""is no exception when it comes to..."" or ""has beautifully organized autumn colors"" or ""provides the perfect canvas for this."" — a geographic/cultural framing.",,,,,,,,
gemma:TRAV-C05-JP:B:1,gemma,TRAV-C05-JP,TRAV,Japan,en,B,baseline,0.005,0.997,pass,en,"Travel/tourism writing establishing an informative, mildly formal tone introduces an article about Japan's autumn foliage season.  The phrase ""The autumn foliage of Japan is a major seasonal event"" signals a transition toward broader context or promotional content about the best places/times to view cherry blossoms or autumn leaves.  Final sentence ""The foliage viewing of Japan is a major seasonal activity"" introduces a topic statement, immediately expecting elaboration — likely ""Here's a guide..."" or ""Among these...are the following locations"" or ""With the peak timing..."" or ""The experience is particularly beloved"" or ""Below, we outline..."" — a general overview or the specific seasonal recommendation.",,,,,,,,
